package Sundance::rurban::2024; # -*- perl -*-
#!/usr/bin/perl
# Sundance 2024 Critics Ratings, 18.1.2024 - 28.1.
# {'A+' => 10,  'A' => 9,   'A-' => 8,
#  'B+' => 7,   'B' => 6,   'B-' => 5,
#  'C+' => 4,   'C' => 3,   'C-' => 2,
#  'D+' => 1.5, 'D' => 1,   'D-' => 1,
#  'E+' => 0.5, 'E' => 0.5, 'E-' => 0.5,
#  'F+' => 0,   'F' => 0,   'F-' => 0};
# SLCWeekly: 0-4stars:
# 0.5 - 1.25, 1 - 2.5, 1.5 - 3.75, 2 -> 5, 2.5 - 6.25, 3 - 7.5, 3.5 - 8.75, 4 - 10

use utf8;
our $DATA= <<'EOF';

U.S. DRAMATIC COMPETITION

"Between the Temples" (Nathan Silver) [U.S. Dramatic]
 — A cantor in a crisis of faith finds his world turned upside down when his grade school music teacher reenters his life as his new adult bat mitzvah student. Cast: Jason Schwartzman, Carol Kane, Dolly de Leon, Caroline Aaron, Robert Smigel, Madeline Weinstein. World Premiere. Available online for Public.

carmencita          10
braineater          10
gigibombom          10
Bruno Pádua         10
dianagobrick        10
leahkaur            10
Lily                10
Liam Barden         10
sve                 10
amelia              10
Joshvickers2        10
arttu               10
Fernando            10
keyonté             10
umberdubs           10
Clara Aimée         10
pizzapammy          10
Aung Phyoe          10
Carrot233           10
SAikirannnn         10
Abhilash            10
lucc3002            10
gibsongrrl          10
tess256             10
ShellyRenner        10
Corajitos           10
schalotte229        10
alexishcat          10
lua                 10
Siva                10
Hazel_Lincy         10
Camryn              10
melissa m.          10
mrandow             10
Jose Estrada        10
Suavewn             10
Diana Lara          10
Valter Mattion      10
vico                10
2uluvr              10
Jesus GE            10
giovvvv             10
yas g-v             10
bex_sarai28         10
vitor               10
Andrea Esparza      10
daniellesnyder      10
rarefeito           10
shulaia             10
Jhulitte            10
fferkly             10
ariiiii             10
Duncan              10
Martina             10
christydelrey       10
mariana             10
chernandezoso       10
Majo                10
renanrios           10
ju_c                10
amblingnymph        10
ellie               10
eilidh              10
iván                10
Anderson            10
florita             10
Dei                 10
roorubes            10
Bay                 10
Fuego               10
Victor Hugo Fernandes 10
maxtedamelia26      10
Patrick Sousa       10
Raphael Cardoso     10
hayzipop            10
gabriella           10
Athos               10
Chelsea             10
eloise              10
Andrea Sheehan      10
eve                 10
Helene              10
Victória Vasconcelos 10
Mark                10
Lolo.               10
millie_jj           10
kennycassia         10
crmolero            10
Josh                10
franciscahfaria     10
Andrea              10
Evan Brehier        10
nterciotti          10
marocatrips         10
darceyla1           10
george stone        10
jess                10
natália             10
Amanda              10
Ethan Cartwright    10
Alana               10
Esmé                10
dazebest            10
ohritecool          10
thelingerista       10
Aoibhor             10
afcone              10
jcreasey7           10
drèwahicks          10
jesssica_c          10
Diego M.            10
lolaeee             10
cassiabennett20     10
vera                10
marinafabri         10
agnes               10
Karen89             10
igstretton          10
eicknevarez         10
Gosia               10
John Rooney         10
gigi                10
auricélio           10
holaho              10
Fan Girl            10
Megan               10
tryone              10
Saylor              10
carmen              10
Neave               10
k0pfkino            10
hibv                10
Tommy               10
Amber               10
Ninquellote         10
svues               10
dish💌💌💌             10
Eduardo Gouveia     10
maria               10
abdohussein         10
mya<3               10
vitalbeachyeah      10
alialicates         10
Henrique            10
Caulfieldz          10
calincka            10
Robot_Jones         10
bellsmoviepicks     10
hari                10
Fleabag01           10
Keaton              10
Soph                10
mellferreira        10
Suné                10
becca               10
_oliviabutler       10
Bahar Tatar         10
babiprestes         10
jximx               10
Leandro Marçal Pereira 10
OykuNazAltay        10
Malaki654           10
gracieb11           10
Leoprentse          10
linett              10
amdchl              10
inchauspegm         10
Ahsen Şahin         10
gugaouchico         10
mcastillo04         10
Aguitov             10
Diegovh             10
rhiannonclucas      10
Patri               10
tasin taqi          10
Claus Lima          10
Otis Robinson       10
elif                10
Naomi               10
Dominyka            10
Nuha Hassan         10
Rhys_B              10
TAAtheOutlander     10
Gswan               10
Satie Polidoro-Thursby 10
ramen               10
LiliaLeonLove       10
Klara_Jovanov       10
ScorpMath           10
tanya               10
Azul Jazmín 🦕       10
jasmine             10
ailís               10
jasminmayo          10
Keith-Andrew Kershaw 10
sonia007            10
rose rose           10
Sıla                10
mrsdallogay         10
tillypal            10
charlotte89         10
chungchungz         10
Spooky !            10
Jayita              10
Net7o               10
Jack                10
delyallee           10
TheSaucyDuke        10
WWdimal             10
Jason               10
Marc Perceval       10
elsaruus            10
mamagarl            10
María Fernanda Bonilla 10
betuldeniz          10
Joci12              10
lilbruvva           10
tashwright          10
Alsa_27             10
sarah               10
Neil Cartledge      10
maryfer             10
Bells ✿             10
vikiii              10
tiagovanhala        10
⋆｡˚ grace ⋆𐙚₊˚      10
Andrea Soto         10
ɢᴇᴍᴍᴀ 𓆩✧𓆪           10
Aiko Papazian       10
Sam                 10
dgfirhcp            10
igorthinassi        10
juliermesouza       10
joão                10
lmaowhat            10
erinsquiche         10
gabrielanetto       10
weri                10
Carly               10
Pía                 10
vee!                10
alatsina            10
mora                10
marielizabeth       10
Diego Tenorio       10
Thiago Brusa        10
Thiago Lucena       10
jacobxclips         10
Mqrcxs              10
mglorydol           10
amad ⋆⭒˚.⋆          10
carmenqueirel       10
sabrina             10
carolineleone       10
robi                10
georgiahaynes       10
Sebastián Melo      10
morvosidad          10
Chloe               10
Pacine              10
myheartsweet        10
carey               10
Fani Emma           10
Pam                 10
VitaminSeags        10
Romo                10
Cai                 10
yeahidontknow       10
vivekmahto          10
dhathreyi_bp        10
lalunelune          10
Bruno               10
Thiago Sampaio      10
Lxmur               10
Lisa Della Chiesa   10
emsoans             10
nadine              10
Shubo               10
dan_allegretto      10
eloise              10
gigimichie          10
alexnder            10
ThomasMcGreevy      10
Ana María           10
Daniella Rissi      10
esswein             10
Luke                10
yasinzk             10
hmcay               10
Jonathan Castle     10
Harryintime         10
caitoreilleh        10
Sara                10
ellacm              10
nursupolat          10
Deacon              10
doranosz            10
filmsyoushouldbewatching 10
marvelil            10
bastian★            10
saskiapho           10
João Pedro Constantino 10
Emma                10
Edmundov            10
Elena_Q             10
Reel                10
gertg               10
Sunrise Budy        10
daisyfletcher       10
Lisa                10
Neve                10
alicia_e_g          10
agatherhm           10
bbale               10
irvingirving        10
mariama             10
nellygrace          10
jack                10
Kinj                10
Becky               10
alikemalguven_      10
Anver               10
Jonny Moore         10
mathcui             10
GulceG              10
bentallyill         10
chandraroisin       10
Ellen Crane         10
janka               10
joelodl             10
vicgomes            10
macy                10
Daria_Juno          10
esther              10
cjhstalbans         10
Becky Hand          10
sandrachs           10
albao7              10
kiran               10
kpaff3587           10
priya               10
natacha !¡          10
